"movie_name","title","reviewer","review","date","ratings"
"Saltburn (2023)","Didn't work for me","ThatDoesntMatter","Take a bit of A Separate Peace, The Talented Mr. Ripley, Brideshead Revisited, Howards End and many more, mix them up into a rather incoherent story, and you get this over-the-top bit of fluff. The problems are too numerous to mention, but the most glaring is that there's not a tad of credibility in the set-up. Stories that involve someone of one class mixing it up with someone of another must show there's a connection between the two people: that part is completely skipped over here. There's no connection at all between the two major characters. The bond is never explained.Then there's the issue of character: no one in the film is a real person: all of them are pawns to serve the grand plot which, when dissected, falls apart. These aren't people; they're vehicles for the screenwriter (director, producer, etc) to show off an interesting but ultimately flawed story.So much else is wrong with this movie but to give them all away would be to contain spoilers, and the reviews that are most worthwhile here at IMDB are the ones that warn the reader off a show.Consider yourself warned.","9 December 2023","3/10"
"Saltburn (2023)","Vastly Overrated, Obvious and Focused on Shock Value","brentsbulletinboard","It is 2006, and scholarship student Oliver Quick has just arrived at Oxford. He doesn't fit in with the upper-class atmosphere and has no acquaintances. After befriending Felix Catton, a popular and wealthy fellow student, however, Oliver finally seems to find his place at the University. Invited to the Catton family home- Saltburn- for the summer holidays, Oliver is thrust into the dark heart of the blue bloods. Nothing is as it seems though, as the idyllic vacation transforms into one from hell itself.Written and directed by Emerald Fennell, 'Saltburn' is an initially intriguing, though ultimately irritatingly derivative, predictable psychological comic-horror. Fennell's narrative begins with promise. In the first act, you aren't sure who to trust, nor where the story is heading. However, after the action moves to the manor house, Saltburn, things devolve into a messy and obvious retread of ideas that have been expressed more eloquently in previous films, be they 'The Talented Mr. Ripley, 'Teorema' or 'The Servant.'Those films examined themes such as class difference, obsessiveness, personality and manipulation with aplomb and ingenuity. Fennell appears content to skirt around the edges of these themes, never going into them with depth. Nor are the characters in her narrative provided with any kind of motivation for their actions. One, in particular, acts in a violent vacuum of self-obsession and jealously- but why? What made this character the way they are? Fennel never bothers to tell us, seeming satisfied to leave audiences in the dark.Moreover, her characterization is largely based on stereotypes and cliches. Oliver is essentially just a less charismatic, Scouse Tom Ripley, with darkness beneath a thin veneer of awkward shyness. Felix is exactly like Ripley's object of obsession, Dickie Greenleaf, while his eccentric family are people we've seen before in countless films which mock the aristocracy- 'The Ruling Class' among them. Familiar and lacking in depth, Fennell's characters aren't particularly interesting, nor is her narrative particularly original. Further, while her dialogue is frequently funny, it can also be pretentious- particularly during Oliver's intermittent narration.Throughout the film, Fennell handles the material with great deference- too much, one might argue. She lets uncomfortable scenes linger interminably, seeming to think this imbues them with some kind of raw power. The ending, featuring full-frontal nudity- reminiscent of the music video to Liam Gallagher's 'Once,' starring a thankfully clothed Eric Cantona- seems self-indulgent and, shall we say, cocky. Furthermore, a twist in the last act is neither surprising nor effective, while also sending the film into the realm of fantasy; so completely does it abandon real-world logic.Conversely, Linus Sandgren's glossy cinematography is striking. Sandgren makes excellent use of colours and unconventional shots and angles, heightening the suspense of the narrative, as well as compounding the decadence of the Catton family. He employs a ratio of 1.33:1, giving the film a top-heavy, boxed-in look, making locations feel daunting. It is work full of contrast- although, a cynical critic might suggest an over-reliance on cliched visual metaphors, such as reflections, or the obvious juxtaposition of characters wearing devil horns and angel wings.However, Sandgren's visuals generally come as a boon to proceedings, as does Suzie Davies' rich production design. Textured and detailed, her work fosters a vivid, immersive atmosphere, which Sophie Canale's costume design and Charlotte Dirickx's set decoration compounds. In addition, Anthony Willis's score is stirring. His original pieces are seedy and evocative, while songs used throughout- perhaps most notably Sophie Ellis-Bextor's 'Murder On The Dancefloor'- complement the narrative.Barry Keoghan stars as Oliver, alongside Jacob Elordi as Felix, Alison Oliver as Felix's sister Venetia and Rosamund Pike as Felix's mother Elspeth. Keoghan is a fascinating actor, who plays strange characters with verve and intelligence. Here, however, he gives an inconsistent performance. When playing Oliver as a weird, insular personality, he shines; though when he has to display his dominant side Keoghan lacks conviction and doesn't convince- an oddly played, oddly written night-time scene with Venetia being clearest evidence of this.Elordi does much more assured work, despite the fact that the character is just a 2006 version of the aforementioned Greenleaf. He impresses though, overcoming the scant characterisation of the role. Oliver is excellent, underplaying the complexities of her character, while Pike steals the show as the eccentric Elspeth. Richard E. Grant also stars, as Felix's father, but is criminally under-utilised, while Archie Madekwe's grating performance as Felix's cousin is smug and one-note.In conclusion, Emerald Fennell's 'Saltburn' is a film trying to provoke, though isn't as challenging nor original as its creator thinks it is. Though it is funny from time to time, and the first act is intriguing and suspenseful; the film is ultimately an uneven, predictable and derivative affair. While the cinematography is striking and the score atmospheric, the performance of star Barry Keoghan is inconsistent. Although Rosamund Pike is a delight, the film around her is not worthy of her talents, nor can she save it completely. Not to rub salt in the wound, but this film doesn't burn as brightly as it could have.","24 November 2023","5/10"
"Saltburn (2023)","An artful disappointment","steveinadelaide","Other reviewers use the word ""derivative"" a lot to describe this film. They're not wrong! And my God this is a tedious film to try to get through! The so-called twist at the end is anything but. There's absolutely no reward at the end for sticking with this grotesque and uninteresting film. The suspenseful bits aren't suspenseful. The funny bits aren't funny and the sexy bits aren't sexy. The only thing the film maker succeeded at was making the grotesque parts nauseatingly grotesque. There's not one interesting nor sympathetic character in the bunch. There's no reason to care about what happens to any of them! A complete waste of time!","24 December 2023","2/10"
"Saltburn (2023)","Murky pretentious derivative mess","Laight","SaltburnNow this was an interesting film. It's a mind game. It's manipulation. And it's nefarious. Be prepared to squirm Be prepared to gasp. Be prepared to say ""oh dear God"" a few times. The movie follows a very shy and quiet Oxford student on his quest to fit in. After a school year, he is invited to join his new friend at his family's enormous castle where we definitely see him in a fish out of water situation.Then things... happen. Oh boy do they happen. This is all I'm going to say but be prepared for a wild ride, and don't be squeamish. I enjoyed this, but it really deserves its R rating. It's very adult and highlights the depths human beings can go, regardless of material wealth.You know I love to find the human experience presented, possibly with a lesson in mental health awareness. Oh God no. Perhaps there is awareness, but there is no lesson.Rosamund Pike does steal the show. Her one liners are absolutely hilarious.Enjoy the ride.","23 December 2023","6/10"
"Saltburn (2023)","Oliver Quick & The Dead","reelreviewsandrecommendations","I really don't understand why this movie is getting such rave reviews on here. Yes, it was very stylish, the music was great, and the acting was good. But the storyline was a HUGE disappointment. I kept waiting for something to happen, and when it finally did I was severely underwhelmed and disappointed that that was the direction the filmmakers went. It's overplayed, not creative or interesting. I saw the movie ""Parasite"" and I LOVED it. This movie just seemed like a cheap and trashy knock off with some bizarre scenes thrown in there for ""shock value"". Watch it if you want to see what all the buzz is about, but I'm just saying you might be left disappointed and wishing you would've spent 2.5 hours of your time on something else.","30 December 2023","1/10"
"Saltburn (2023)","Excruciatingly difficult to get through with zero reward at the end.","darthsteele-39338","The acting and casting are terrific, but the character development leaves a lot to be desired. In its place we are given lots of gratuitous weird sex stuff.Take out the gratuitous sex stuff, and there's not much left. The plot has been done many times, and much better, especially in the old days of film noir where the character development added to the suspense.I'm sure certain types will call this art, but I call it lazy and pretentious. A plot this thin, especially with a very common story line, with such flimsy character development, would have been laughed out of any studio in better days.","19 November 2023","6/10"
"Saltburn (2023)","💙 I loved the Cinematography and Gothic Production Design. However, the Film Doesn't Fully Coalesce and Just Sort of Falls Apart (For Me) 🤷","DoNotComeToTheCinemaDepressed","I had greater expectations of this film given the combined talent of the cast. There are some very good actors in it but I suppose if the plot is no good there is nothing much they can do to elevate to watchable. Quick frankly it is barely watchable. Some really bizarre events occur that are neither funny nor scary. Just bewildering as for most of the film there is seemingly no real story or plot just interactions between some rather superficial characters. None of the characters including the leads are likeable. The plot is explained at the end but to be honest it's not worth watching to find out.","9 October 2023","8/10"
"Saltburn (2023)","Derivative, but with a twist","euroGary","Baffled by the reviews here! This is a self-indulgent, unoriginal, poke in the eye, middle finger to the viewers piece of shallow trash.There are no interesting characters, no interesting events, no moments of insight, nothing whatsoever to make it worth one's time to watch this drivel.It is derivative of several other more original and thoughtful films & stories. There is almost no story here, actually. It is just little scenes of shallowness, one after the other. There are no surprises. The reveal at the end is completely devoid of surprise. The writer director seems to go for pruerient, lame attempts to shock, but nothing - NOTHING - is unexpected, nothing is surprising.And, there are no sympathetic characters at all. That can be OK on a well made - well written & well directed - film. But, this is not that film.This is shallow, ugly in spirit (because the writer/ director is deliberate in her meanness, callowness, shallowness and crude manipulation of viewers' generosity in given her (the director) their time and a level of confidence that they will be rewarded for watching.This is an absolute paper-thin crap movie, pretending to a higher-brow film. It's garbage. It will be deservedly tossed on the trash heap over time - not too long in it's run.","8 January 2024","3/10"
"Saltburn (2023)","Its third act requires a HUGE suspension of disbelief","M_Exchange","Sometimes you come across a filmmaker whose works you just don't like. And now, after two features in, I can honestly say that about writer-director Emerald Fennell. I didn't care much for her debut outing, ""Promising Young Woman"" (2020), and I can say the same (and more) about her follow-up effort, ""Saltburn."" This alleged thriller about a seemingly awkward but quietly sinister Oxford student (Barry Keoghan) who ingratiates himself into a family of wealthy English aristocrats features a story and characters about whom, quite frankly, I couldn't care less. (Think ""The Killing of a Sacred Deer"" (2017) with a cast of eccentric old money cronies and a wolf in sheep's clothing.) This assemblage of utterly reprehensible characters living utterly reprehensible lives and zealously adhering to utterly reprehensible values fails to endanger viewer empathy, interest or even connection. Much of the narrative is predictable and glacially paced, incorporates sequences that are included for little more than forced shock value, features monodimensional and blatantly obvious (almost trite) character development, and frequently stumbles in attempts at humor that are wedged in largely for the sake of convenience or calculatedly timed comic relief. It's the kind of picture that prompts regular looks at one's watch to see how much more one must endure and delivers welcome sighs of relief when the end finally comes. What's more, given the combined talent pool for this production, it's a genuine shame to see the likes of Rosamund Pike, Carey Mulligan and Richard E. Grant relegated to supporting roles in which their abilities are sorely underused. And then there's the excessively hammy performance of Keoghan, who's quite obviously (and knowingly) acting and not disappearing into the bona fide portrayal of a character. In all, this offering feels like a picture that tries awfully hard to see how much it can get away with, especially when seeking to invoke dropped jaws among audience members, much as this director's cinematic predecessor attempted to do. Save your money, and don't waste your time on this vastly overrated release from a vastly overrated filmmaker.","8 January 2024","6/10"
"Saltburn (2023)","Pretentious garbage!","mjw2305","Saltburn, directed by Emerald Fennell (who brought us the excellent A Promising Young Woman), is a psychological thriller drama that attempts to navigate the maze-like world of the English aristocracy, but unfortunately, it loses its way. The film stars Barry Keoghan as Oliver Quick, a scholarship student at Oxford University, and Jacob Elordi as Felix Catton, a charming aristocrat who invites Oliver to spend a summer at his family's sprawling estate, Saltburn.Saltburn is set in the mid-2000s, a period marked by some economic and cultural decadence. It attempts to explore the clash of social classes, moral vacuity, and the seductions of wealth. However, the film's historical and cultural context feels superficial, failing to delve more deeply into the societal dynamics of the time. Despite being promising, the plot suffers from predictability and a lack of subtlety. The film tries to play with the idea of these enormous bastions of privilege and power as unique breeding grounds for strangeness, but it doesn't quite hit the mark. Forced and repetitive dialogues, which frequently feel artificial and contrived, further weaken the narrative.Despite having talented actors portraying them, the characters lack depth. Oliver, played by Keoghan, is a hateful, lustful, and envious character, but his portrayal is flat and uncomplicated. Felix, played by Elordi, is a character who comes from a life of blatant privilege, but his flimsy compassion does not seem real.Although Fennell's direction is bold, it lacks the dexterity required to make this intricate story come to life. The film's pacing is erratic; certain scenes seem rushed, while others drag on needlessly. The movie's soundtrack seems haphazard and does not improve the story. The movie also occasionally goes a bit too far in terms of taste and may have you cringing.The cinematography and production design are perhaps the film's strongest points. The grandeur of Saltburn, the sprawling estate, is captured beautifully, and the film does a commendable job of creating a lived-in feeling that feels glamorous and filthy at the same time. These artistic components, however, are insufficient to make up for the film's weak narrative.Saltburn is a film that promises much but delivers little. Despite its grand setting and talented cast, it fails to provide a compelling narrative or engaging characters. It's a film that tries to be a critique of the English aristocracy and a psychological thriller but falls short on both counts. While it may appeal to some viewers for its aesthetic appeal, it's a film that, unfortunately, doesn't live up to its potential. It's not a film I'd recommend.","24 December 2023","3/10"
"Saltburn (2023)","Didn't work for me","ThatDoesntMatter","Take a bit of A Separate Peace, The Talented Mr. Ripley, Brideshead Revisited, Howards End and many more, mix them up into a rather incoherent story, and you get this over-the-top bit of fluff. The problems are too numerous to mention, but the most glaring is that there's not a tad of credibility in the set-up. Stories that involve someone of one class mixing it up with someone of another must show there's a connection between the two people: that part is completely skipped over here. There's no connection at all between the two major characters. The bond is never explained.Then there's the issue of character: no one in the film is a real person: all of them are pawns to serve the grand plot which, when dissected, falls apart. These aren't people; they're vehicles for the screenwriter (director, producer, etc) to show off an interesting but ultimately flawed story.So much else is wrong with this movie but to give them all away would be to contain spoilers, and the reviews that are most worthwhile here at IMDB are the ones that warn the reader off a show.Consider yourself warned.","9 December 2023","3/10"
"Saltburn (2023)","Vastly Overrated, Obvious and Focused on Shock Value","brentsbulletinboard","It is 2006, and scholarship student Oliver Quick has just arrived at Oxford. He doesn't fit in with the upper-class atmosphere and has no acquaintances. After befriending Felix Catton, a popular and wealthy fellow student, however, Oliver finally seems to find his place at the University. Invited to the Catton family home- Saltburn- for the summer holidays, Oliver is thrust into the dark heart of the blue bloods. Nothing is as it seems though, as the idyllic vacation transforms into one from hell itself.Written and directed by Emerald Fennell, 'Saltburn' is an initially intriguing, though ultimately irritatingly derivative, predictable psychological comic-horror. Fennell's narrative begins with promise. In the first act, you aren't sure who to trust, nor where the story is heading. However, after the action moves to the manor house, Saltburn, things devolve into a messy and obvious retread of ideas that have been expressed more eloquently in previous films, be they 'The Talented Mr. Ripley, 'Teorema' or 'The Servant.'Those films examined themes such as class difference, obsessiveness, personality and manipulation with aplomb and ingenuity. Fennell appears content to skirt around the edges of these themes, never going into them with depth. Nor are the characters in her narrative provided with any kind of motivation for their actions. One, in particular, acts in a violent vacuum of self-obsession and jealously- but why? What made this character the way they are? Fennel never bothers to tell us, seeming satisfied to leave audiences in the dark.Moreover, her characterization is largely based on stereotypes and cliches. Oliver is essentially just a less charismatic, Scouse Tom Ripley, with darkness beneath a thin veneer of awkward shyness. Felix is exactly like Ripley's object of obsession, Dickie Greenleaf, while his eccentric family are people we've seen before in countless films which mock the aristocracy- 'The Ruling Class' among them. Familiar and lacking in depth, Fennell's characters aren't particularly interesting, nor is her narrative particularly original. Further, while her dialogue is frequently funny, it can also be pretentious- particularly during Oliver's intermittent narration.Throughout the film, Fennell handles the material with great deference- too much, one might argue. She lets uncomfortable scenes linger interminably, seeming to think this imbues them with some kind of raw power. The ending, featuring full-frontal nudity- reminiscent of the music video to Liam Gallagher's 'Once,' starring a thankfully clothed Eric Cantona- seems self-indulgent and, shall we say, cocky. Furthermore, a twist in the last act is neither surprising nor effective, while also sending the film into the realm of fantasy; so completely does it abandon real-world logic.Conversely, Linus Sandgren's glossy cinematography is striking. Sandgren makes excellent use of colours and unconventional shots and angles, heightening the suspense of the narrative, as well as compounding the decadence of the Catton family. He employs a ratio of 1.33:1, giving the film a top-heavy, boxed-in look, making locations feel daunting. It is work full of contrast- although, a cynical critic might suggest an over-reliance on cliched visual metaphors, such as reflections, or the obvious juxtaposition of characters wearing devil horns and angel wings.However, Sandgren's visuals generally come as a boon to proceedings, as does Suzie Davies' rich production design. Textured and detailed, her work fosters a vivid, immersive atmosphere, which Sophie Canale's costume design and Charlotte Dirickx's set decoration compounds. In addition, Anthony Willis's score is stirring. His original pieces are seedy and evocative, while songs used throughout- perhaps most notably Sophie Ellis-Bextor's 'Murder On The Dancefloor'- complement the narrative.Barry Keoghan stars as Oliver, alongside Jacob Elordi as Felix, Alison Oliver as Felix's sister Venetia and Rosamund Pike as Felix's mother Elspeth. Keoghan is a fascinating actor, who plays strange characters with verve and intelligence. Here, however, he gives an inconsistent performance. When playing Oliver as a weird, insular personality, he shines; though when he has to display his dominant side Keoghan lacks conviction and doesn't convince- an oddly played, oddly written night-time scene with Venetia being clearest evidence of this.Elordi does much more assured work, despite the fact that the character is just a 2006 version of the aforementioned Greenleaf. He impresses though, overcoming the scant characterisation of the role. Oliver is excellent, underplaying the complexities of her character, while Pike steals the show as the eccentric Elspeth. Richard E. Grant also stars, as Felix's father, but is criminally under-utilised, while Archie Madekwe's grating performance as Felix's cousin is smug and one-note.In conclusion, Emerald Fennell's 'Saltburn' is a film trying to provoke, though isn't as challenging nor original as its creator thinks it is. Though it is funny from time to time, and the first act is intriguing and suspenseful; the film is ultimately an uneven, predictable and derivative affair. While the cinematography is striking and the score atmospheric, the performance of star Barry Keoghan is inconsistent. Although Rosamund Pike is a delight, the film around her is not worthy of her talents, nor can she save it completely. Not to rub salt in the wound, but this film doesn't burn as brightly as it could have.","24 November 2023","5/10"
"Saltburn (2023)","An artful disappointment","steveinadelaide","Other reviewers use the word ""derivative"" a lot to describe this film. They're not wrong! And my God this is a tedious film to try to get through! The so-called twist at the end is anything but. There's absolutely no reward at the end for sticking with this grotesque and uninteresting film. The suspenseful bits aren't suspenseful. The funny bits aren't funny and the sexy bits aren't sexy. The only thing the film maker succeeded at was making the grotesque parts nauseatingly grotesque. There's not one interesting nor sympathetic character in the bunch. There's no reason to care about what happens to any of them! A complete waste of time!","24 December 2023","2/10"
"Saltburn (2023)","Murky pretentious derivative mess","Laight","SaltburnNow this was an interesting film. It's a mind game. It's manipulation. And it's nefarious. Be prepared to squirm Be prepared to gasp. Be prepared to say ""oh dear God"" a few times. The movie follows a very shy and quiet Oxford student on his quest to fit in. After a school year, he is invited to join his new friend at his family's enormous castle where we definitely see him in a fish out of water situation.Then things... happen. Oh boy do they happen. This is all I'm going to say but be prepared for a wild ride, and don't be squeamish. I enjoyed this, but it really deserves its R rating. It's very adult and highlights the depths human beings can go, regardless of material wealth.You know I love to find the human experience presented, possibly with a lesson in mental health awareness. Oh God no. Perhaps there is awareness, but there is no lesson.Rosamund Pike does steal the show. Her one liners are absolutely hilarious.Enjoy the ride.","23 December 2023","6/10"
"Saltburn (2023)","Oliver Quick & The Dead","reelreviewsandrecommendations","I really don't understand why this movie is getting such rave reviews on here. Yes, it was very stylish, the music was great, and the acting was good. But the storyline was a HUGE disappointment. I kept waiting for something to happen, and when it finally did I was severely underwhelmed and disappointed that that was the direction the filmmakers went. It's overplayed, not creative or interesting. I saw the movie ""Parasite"" and I LOVED it. This movie just seemed like a cheap and trashy knock off with some bizarre scenes thrown in there for ""shock value"". Watch it if you want to see what all the buzz is about, but I'm just saying you might be left disappointed and wishing you would've spent 2.5 hours of your time on something else.","30 December 2023","1/10"
"Saltburn (2023)","Excruciatingly difficult to get through with zero reward at the end.","darthsteele-39338","The acting and casting are terrific, but the character development leaves a lot to be desired. In its place we are given lots of gratuitous weird sex stuff.Take out the gratuitous sex stuff, and there's not much left. The plot has been done many times, and much better, especially in the old days of film noir where the character development added to the suspense.I'm sure certain types will call this art, but I call it lazy and pretentious. A plot this thin, especially with a very common story line, with such flimsy character development, would have been laughed out of any studio in better days.","19 November 2023","6/10"
"Saltburn (2023)","💙 I loved the Cinematography and Gothic Production Design. However, the Film Doesn't Fully Coalesce and Just Sort of Falls Apart (For Me) 🤷","DoNotComeToTheCinemaDepressed","I had greater expectations of this film given the combined talent of the cast. There are some very good actors in it but I suppose if the plot is no good there is nothing much they can do to elevate to watchable. Quick frankly it is barely watchable. Some really bizarre events occur that are neither funny nor scary. Just bewildering as for most of the film there is seemingly no real story or plot just interactions between some rather superficial characters. None of the characters including the leads are likeable. The plot is explained at the end but to be honest it's not worth watching to find out.","9 October 2023","8/10"
"Saltburn (2023)","Derivative, but with a twist","euroGary","Baffled by the reviews here! This is a self-indulgent, unoriginal, poke in the eye, middle finger to the viewers piece of shallow trash.There are no interesting characters, no interesting events, no moments of insight, nothing whatsoever to make it worth one's time to watch this drivel.It is derivative of several other more original and thoughtful films & stories. There is almost no story here, actually. It is just little scenes of shallowness, one after the other. There are no surprises. The reveal at the end is completely devoid of surprise. The writer director seems to go for pruerient, lame attempts to shock, but nothing - NOTHING - is unexpected, nothing is surprising.And, there are no sympathetic characters at all. That can be OK on a well made - well written & well directed - film. But, this is not that film.This is shallow, ugly in spirit (because the writer/ director is deliberate in her meanness, callowness, shallowness and crude manipulation of viewers' generosity in given her (the director) their time and a level of confidence that they will be rewarded for watching.This is an absolute paper-thin crap movie, pretending to a higher-brow film. It's garbage. It will be deservedly tossed on the trash heap over time - not too long in it's run.","8 January 2024","3/10"
"Killers of the Flower Moon (2023)","Not the magnificent masterpiece I was hoping for. Not by far...","imseeg","""Killers of the Flower Moon"" is a Western crime drama film co-written and directed by Martin Scorsese, based on the non-fiction book of the same name by David Grann. Starring Leonardo DiCaprio, Robert De Niro, and Lily Gladstone, it touches upon an often overlooked piece of American history in the best way possible thanks to the talents of its director and cast.In the early 1920s, the discovery of oil on land belonging to the Native American Osage Nation turns the tribe into some of the richest people in the world. This sudden acquisition of wealth attracts the attention of white businessmen looking to seize the opportunity at stealing as much from the Osage tribe as possible. Among this group of interlopers is Ernest Burkhart (Leonardo DiCaprio), whom upon arriving in Oklahoma is encouraged by his uncle William King Hale (Robert De Niro) to marry a member of the Osage as a way of inheriting their fortune. Ernest soon falls in love with and later marries Mollie (Lily Gladstone), a young Osage woman who has strong ties to her family's riches. As the white occupation of native land continues, members of the Osage tribe are repeatedly found murdered under mysterious circumstances, with some of Mollie's close family being among the most prominent victims.One of my favourite things about movies is that in addition to being an enjoyable means of entertainment, they also function as a great method of preservation. No matter obscure the topic may be, if a film is made about it and released into the mainstream, then it has already been permanently preserved in some way. This is especially effective if the filmmaker believes that people should be made aware of something that may otherwise have been forgotten with time, and in doing so, has helped maintain its relevance with the general public. One event that is often glanced over is the Osage Indian murders, a series of slayings of wealthy members of the Native American Osage tribe during the early 20th century. However, thanks to Martin Scorsese's film ""Killers of the Flower Moon"", audiences now have the chance to be both educated and entertained about this overlooked historical occurrence in a movie that provides a sophisticated, eye-opening look at America's treatment of one particular group of their indigenous population.Much like most of Scorsese's best known work, the film is framed as an epic, in-depth study of the dark side of human nature. We watch how the Osage tribe, who live in harmony among themselves, are forcibly thrust into the sights of the outside world after oil is found on their land. In spite of the vast wealth they have all accumulated, the Osage are unable to hold back against the large tide of white people showing up and attempting to steal away everything that is rightly theirs. Because of this, the tribe's happy existence has been compromised as they are subjected to frequent discrimination, first verbal and then physical. It is here we see the sinister plan of William King Hale come into play, where he marries off his nephew Ernest into the Osage as a way of pilfering their riches when the time is right. What makes this scheme so intriguing to watch is not only the patience required to pull it off but the ethical ramifications that result from it. Only a filmmaker like Scorsese could explore a topic like this with such complexity, and in a style that remains as timeless as ever.Additionally, almost all of Scorsese's visual trademarks as a director are on full display here, from his wide-open cinematography designed to immerse the audience in the world of 1920s America to his creative framing of characters in shot to give a certain perspective on a scene. One in particular that stood out to me was during a conversation between Ernest and William as they discuss business regarding the Osage. We see the two seated inside a darkly lit room discussing what type of future lies ahead for the entire tribe, with Ernest choosing to remain loyal to his Osage wife Mollie, while his uncle William reminds his nephew of the important reason why he married her in the first place. Here, Scorsese places the characters in a way that makes them look out of place inside a single bright spot in the dark room. The darkness surrounding these two can be likened to a perfect visual representation of their true intentions and the supposed brightness focused on them is in actuality a metaphor for their tainted presence on everything the Osage have created up until this point.Due to the scale of its theme and plotting, the film rightfully earns its long runtime of almost three and a half hours (206 minutes in total). This is because there are so many different facets to explore with each of the characters, as their actions and the resulting consequences make for a compelling viewing experience. While I personally think this made the film more interesting to watch, I'm not entirely sure the same can be said for casual viewers. The film's pacing is intentionally slow as a means to build tension in the air, which I believe works rather effectively, and the minimal musical score is used as a method to showcase a more realistic point of view during scenes of raw emotion. In other words, this is a film that requires patience and an attentive mind, something of which is greatly rewarded to anybody who manages to display both of these virtues. To that effect, Scorsese has made a film that is heavily reliant on atmosphere rather than the frequent action of most other Hollywood blockbusters.In his sixth collaboration with the legendary director, Leonardo DiCaprio delivers yet another memorable performance in the role of Ernest Burkhart. What makes DiCaprio's character so intriguing is his indecisive nature, in that he is torn between supporting his own white family or his Osage wife Mollie. On one hand, Ernest's loyalty towards his birth family is what made him go ahead with his uncle's idea in the first place, while on the other hand when he truly falls for Mollie he cannot bring himself to end her along with her entire tribe. DiCaprio displays his signature range of emotion here, alternating between a strong family man and a submissive weakling doing his uncle's bidding, both of which he pulls off quite effectively.After working on ten films together, Robert De Niro steps back from his usual spot as the Scorsese lead and into the supporting role as William King Hale, where he is essentially the main antagonist of this story. Hale is a man who is determined to weasel his way into wealth, regardless of whether or not he has truly earned it. His intentions are malicious and are only meant to serve his own personal gain, with little regard for the wellbeing of others, even his nephew. What I consider to be his worst character trait is that he believes all of his actions are justified by what the Bible says about spreading the Word of God. His claim that God wants him to participate in the genocide of an entire race of people is nothing short of evil, and he demonstrates this at numerous points throughout the film. A role like this is perfect for an actor like Robert De Niro, and what better director to show this to the world than Martin Scorsese?However, the film's true standout would have to be Lily Gladstone as Mollie, who is truly the heart and soul of this story. Here is a woman who has experienced so much pain and heartbreak in her life, whether it's her own physical ailments or the sudden death of her relatives. Yet, despite all these hardships, Mollie remains as steadfast as ever, choosing to be a loving wife to her husband and caring mother to her young children. Mollie essentially represents all of the positive values that her tribe upholds, and she is among the last of her family who hasn't completely sold herself out to the ideals of a rich lifestyle. This is easily a career defining role for Gladstone, and she certainly has potential to be noteworthy star one day.For the American history buff and the Martin Scorsese fan, ""Killers of the Flower Moon"" represents a fascinating look into the best of both worlds. It brings attention to an often neglected historical issue through use of another well-crafted cinematic addition to a beloved filmmaking veteran's library. As mentioned previously, it is nice to know that this story has now been effectively preserved through the medium of film, which means that future generations will be able to watch it back and learn about the horrific events that took place during this time period. After all, as the classic saying goes - those who don't learn from history are doomed to repeat it.I rate it a solid 9/10.","19 October 2023","5/10"
